Id,Building Type,Building Function,Sex,Age,Thermal Comfort Vote,Clothing Insulation (clo),Indoor Temperature (℃),Indoor Humidity (%),Season,Outdoor Temperature (℃),Outdoor Humidity (%),Room Volume Category
15305,Residential,Bedroom,Female,18-30,1.5,light,20.8,56.0,Transition Season,20.0,50.0,0
15306,Residential,Bedroom,Female,18-30,1.35,light,20.8,56.0,Transition Season,20.0,50.0,0
15307,Residential,Bedroom,Male,18-30,1.56,light,20.8,56.0,Transition Season,20.0,50.0,0
15308,Residential,Bedroom,Male,18-30,2.01,light,20.8,56.0,Transition Season,20.0,50.0,0
15309,Residential,Bedroom,Male,18-30,2.0,light,20.8,56.0,Transition Season,20.0,50.0,0
15310,Residential,Bedroom,Male,18-30,1.44,light,20.8,56.0,Transition Season,20.0,50.0,0
15311,Residential,Bedroom,Male,18-30,1.61,light,20.8,56.0,Transition Season,20.0,50.0,0
15312,Residential,Bedroom,Female,18-30,2.86,light,20.8,56.0,Transition Season,20.0,50.0,0
15313,Residential,Bedroom,Female,18-30,1.8,light,20.8,56.0,Transition Season,20.0,50.0,0
15314,Residential,Bedroom,Female,18-30,1.73,medium,20.8,56.0,Transition Season,20.0,50.0,0
15315,Residential,Bedroom,Female,18-30,1.46,light,20.8,56.0,Transition Season,20.0,50.0,0
15316,Residential,Bedroom,Female,18-30,1.93,light,20.8,56.0,Transition Season,20.0,50.0,0
15317,Residential,Bedroom,Male,18-30,1.78,light,20.8,56.0,Transition Season,20.0,50.0,0
15318,Residential,Bedroom,Female,18-30,1.14,light,20.8,56.0,Transition Season,20.0,50.0,0
15319,Residential,Bedroom,Female,18-30,2.09,light,23.2,50.0,Transition Season,20.0,50.0,0
15320,Residential,Bedroom,Female,18-30,3.54,light,26.2,50.0,Transition Season,20.0,50.0,0
15321,Residential,Bedroom,Female,18-30,1.35,medium,24.0,47.0,Transition Season,20.0,50.0,0
15322,Residential,Bedroom,Female,18-30,1.91,medium,24.0,47.0,Transition Season,20.0,50.0,0
15323,Residential,Bedroom,Female,18-30,2.03,light,24.0,47.0,Transition Season,20.0,50.0,0
15324,Residential,Bedroom,Female,18-30,1.68,light,25.1,48.0,Transition Season,20.0,50.0,0
15325,Residential,Bedroom,Female,18-30,1.63,light,21.2,54.0,Transition Season,20.0,50.0,0
15326,Residential,Bedroom,Female,18-30,1.83,light,21.9,60.0,Transition Season,20.0,50.0,0
15327,Residential,Bedroom,Female,18-30,3.53,medium,22.1,65.0,Transition Season,20.0,50.0,0
15328,Residential,Bedroom,Male,18-30,1.9,light,24.8,57.0,Transition Season,20.0,50.0,0
15329,Residential,Bedroom,Male,18-30,1.8,light,24.8,57.0,Transition Season,20.0,50.0,0
15330,Residential,Bedroom,Male,18-30,1.45,medium,24.8,57.0,Transition Season,20.0,50.0,0
15331,Residential,Bedroom,Male,18-30,2.2,light,24.8,57.0,Transition Season,20.0,50.0,0
15332,Residential,Bedroom,Male,18-30,1.79,light,24.8,57.0,Transition Season,20.0,50.0,0
15333,Residential,Bedroom,Male,18-30,2.0,light,27.2,52.0,Transition Season,20.0,50.0,0
15334,Residential,Bedroom,Male,18-30,1.91,light,24.8,54.0,Transition Season,20.0,50.0,0
15335,Residential,Bedroom,Male,18-30,1.69,light,25.0,59.0,Transition Season,20.0,50.0,0
15336,Residential,Bedroom,Male,18-30,1.8,light,25.1,56.0,Transition Season,20.0,50.0,0
15337,Residential,Bedroom,Male,18-30,1.71,light,24.8,53.0,Transition Season,20.0,50.0,0
15338,Residential,Bedroom,Male,18-30,1.14,light,23.7,56.0,Transition Season,20.0,50.0,0
15339,Residential,Bedroom,Male,18-30,1.56,light,24.9,56.0,Transition Season,20.0,50.0,0
15340,Residential,Bedroom,Male,18-30,1.78,light,24.9,56.0,Transition Season,20.0,50.0,0
15341,Residential,Bedroom,Male,18-30,1.98,light,25.0,57.0,Transition Season,20.0,50.0,0
15342,Residential,Bedroom,Female,18-30,1.63,light,27.0,75.0,Transition Season,20.0,50.0,0
15343,Residential,Bedroom,Male,18-30,1.58,light,27.0,74.0,Transition Season,20.0,50.0,0
15344,Residential,Bedroom,Male,18-30,1.41,light,27.0,75.0,Transition Season,20.0,50.0,0
15345,Residential,Bedroom,Male,18-30,1.94,light,27.1,74.0,Transition Season,20.0,50.0,0
15346,Residential,Bedroom,Male,18-30,1.29,light,27.0,74.0,Transition Season,20.0,50.0,0
15347,Residential,Bedroom,Female,18-30,2.11,light,27.0,75.0,Transition Season,20.0,50.0,0
15348,Residential,Bedroom,Female,18-30,1.89,light,27.1,74.0,Transition Season,20.0,50.0,0
15349,Residential,Bedroom,Male,18-30,1.9,light,27.0,74.0,Transition Season,20.0,50.0,0
15350,Residential,Bedroom,Male,18-30,2.44,light,27.0,74.0,Transition Season,20.0,50.0,0
15351,Residential,Bedroom,Female,18-30,1.75,light,27.0,75.0,Transition Season,20.0,50.0,0
15352,Residential,Bedroom,Female,18-30,2.56,light,27.1,74.0,Transition Season,20.0,50.0,0
15353,Residential,Bedroom,Male,18-30,2.19,light,27.0,74.0,Transition Season,20.0,50.0,0
15354,Residential,Bedroom,Female,18-30,1.28,medium,27.1,74.0,Transition Season,20.0,50.0,0
15355,Residential,Bedroom,Female,18-30,1.74,light,27.0,75.0,Transition Season,20.0,50.0,0
15356,Residential,Bedroom,Male,18-30,2.91,light,27.0,74.0,Transition Season,20.0,50.0,0
15357,Residential,Bedroom,Male,18-30,2.6,light,27.1,74.0,Transition Season,20.0,50.0,0
15358,Residential,Bedroom,Female,18-30,1.58,light,27.0,75.0,Transition Season,20.0,50.0,0
15359,Residential,Bedroom,Male,18-30,2.18,light,27.0,74.0,Transition Season,20.0,50.0,0
15360,Residential,Bedroom,Male,18-30,2.03,light,27.0,74.0,Transition Season,20.0,50.0,0
15361,Residential,Bedroom,Male,18-30,1.34,light,27.1,74.0,Transition Season,20.0,50.0,0
15362,Residential,Bedroom,Male,18-30,2.14,light,27.1,74.0,Transition Season,20.0,50.0,0
15363,Residential,Bedroom,Female,18-30,1.33,light,27.0,75.0,Transition Season,20.0,50.0,0
15364,Residential,Bedroom,Male,18-30,1.94,light,27.0,74.0,Transition Season,20.0,50.0,0
15365,Residential,Bedroom,Female,18-30,2.21,light,27.1,74.0,Transition Season,20.0,50.0,0
15366,Residential,Bedroom,Female,18-30,1.24,medium,27.0,75.0,Transition Season,20.0,50.0,0
15367,Residential,Bedroom,Female,18-30,1.69,light,27.0,74.0,Transition Season,20.0,50.0,0
15368,Residential,Bedroom,Male,18-30,2.39,light,27.0,75.0,Transition Season,20.0,50.0,0
15369,Residential,Bedroom,Female,18-30,2.35,medium,28.9,76.0,Transition Season,20.0,50.0,0
15370,Residential,Bedroom,Female,18-30,3.74,light,28.9,76.0,Transition Season,20.0,50.0,0
15371,Residential,Bedroom,Female,18-30,1.96,light,27.6,76.0,Transition Season,20.0,50.0,0
15372,Residential,Bedroom,Female,18-30,1.36,light,27.6,76.0,Transition Season,20.0,50.0,0
15373,Residential,Bedroom,Female,18-30,3.74,light,27.6,76.0,Transition Season,20.0,50.0,0
15374,Residential,Bedroom,Female,18-30,2.29,light,28.6,75.0,Transition Season,20.0,50.0,0
15375,Residential,Bedroom,Female,18-30,2.48,light,26.2,80.0,Transition Season,20.0,50.0,0
15376,Residential,Bedroom,Female,18-30,1.9,light,27.0,80.0,Transition Season,20.0,50.0,0
15377,Residential,Bedroom,Female,18-30,2.51,medium,26.6,78.0,Transition Season,20.0,50.0,0
15378,Residential,Bedroom,Female,18-30,1.49,light,26.6,78.0,Transition Season,20.0,50.0,0
15379,Residential,Bedroom,Female,18-30,1.31,light,26.6,78.0,Transition Season,20.0,50.0,0
15380,Residential,Bedroom,Male,18-30,2.21,light,24.2,59.0,Transition Season,20.0,50.0,0
15381,Residential,Bedroom,Male,18-30,1.73,light,24.2,59.0,Transition Season,20.0,50.0,0
15382,Residential,Bedroom,Male,18-30,1.43,light,24.2,59.0,Transition Season,20.0,50.0,0
15383,Residential,Bedroom,Male,18-30,2.9,light,24.2,59.0,Transition Season,20.0,50.0,0
15384,Residential,Bedroom,Male,18-30,1.93,light,24.2,59.0,Transition Season,20.0,50.0,0
15385,Residential,Bedroom,Male,18-30,1.9,light,23.8,53.0,Transition Season,20.0,50.0,0
15386,Residential,Bedroom,Male,18-30,1.94,light,24.5,53.0,Transition Season,20.0,50.0,0
15387,Residential,Bedroom,Male,18-30,2.35,light,23.9,54.0,Transition Season,20.0,50.0,0
15388,Residential,Bedroom,Male,18-30,1.56,medium,24.2,54.0,Transition Season,20.0,50.0,0
15389,Residential,Bedroom,Male,18-30,1.88,medium,24.8,54.0,Transition Season,20.0,50.0,0
15390,Residential,Bedroom,Male,18-30,2.2,light,18.9,59.0,Transition Season,20.0,50.0,0
15391,Residential,Bedroom,Female,18-30,1.68,light,19.0,60.0,Transition Season,20.0,50.0,0
15392,Residential,Bedroom,Female,18-30,1.43,light,19.0,60.0,Transition Season,20.0,50.0,0
15393,Residential,Bedroom,Male,18-30,2.73,light,18.9,59.0,Transition Season,20.0,50.0,0
15394,Residential,Bedroom,Male,18-30,2.5,light,19.0,60.0,Transition Season,20.0,50.0,0
15395,Residential,Bedroom,Male,18-30,1.18,light,19.0,60.0,Transition Season,20.0,50.0,0
15396,Residential,Bedroom,Female,18-30,1.3,light,18.9,59.0,Transition Season,20.0,50.0,0
15397,Residential,Bedroom,Female,18-30,2.13,light,19.0,60.0,Transition Season,20.0,50.0,0
15398,Residential,Bedroom,Female,18-30,1.55,light,18.9,59.0,Transition Season,20.0,50.0,0
15399,Residential,Bedroom,Male,18-30,3.05,light,19.0,60.0,Transition Season,20.0,50.0,0
15400,Residential,Bedroom,Female,18-30,1.86,light,18.9,59.0,Transition Season,20.0,50.0,0
15401,Residential,Bedroom,Male,18-30,1.78,light,19.0,60.0,Transition Season,20.0,50.0,0
15402,Residential,Bedroom,Female,18-30,1.84,medium,18.9,59.0,Transition Season,20.0,50.0,0
15403,Residential,Bedroom,Female,18-30,2.41,light,19.0,60.0,Transition Season,20.0,50.0,0
15404,Residential,Bedroom,Female,18-30,2.71,light,20.0,64.0,Transition Season,20.0,50.0,0
15405,Residential,Bedroom,Female,18-30,2.45,light,20.8,56.0,Transition Season,20.0,50.0,0
15406,Residential,Bedroom,Female,18-30,1.58,light,20.8,56.0,Transition Season,20.0,50.0,0
15407,Residential,Bedroom,Female,18-30,1.8,light,19.6,56.0,Transition Season,20.0,50.0,0
15408,Residential,Bedroom,Female,18-30,1.66,medium,21.6,72.0,Transition Season,20.0,50.0,0
15409,Residential,Bedroom,Female,18-30,1.84,medium,20.0,68.0,Transition Season,20.0,50.0,0
15410,Residential,Bedroom,Female,18-30,1.36,light,20.0,68.0,Transition Season,20.0,50.0,0
15411,Residential,Bedroom,Female,18-30,1.75,medium,20.0,68.0,Transition Season,20.0,50.0,0
15412,Residential,Bedroom,Male,18-30,1.66,light,21.3,51.0,Transition Season,20.0,50.0,0
15413,Residential,Bedroom,Male,18-30,1.93,light,21.3,51.0,Transition Season,20.0,50.0,0
15414,Residential,Bedroom,Male,18-30,1.78,light,21.3,51.0,Transition Season,20.0,50.0,0
15415,Residential,Bedroom,Male,18-30,2.33,light,21.3,51.0,Transition Season,20.0,50.0,0
15416,Residential,Bedroom,Male,18-30,2.31,light,21.3,51.0,Transition Season,20.0,50.0,0
15417,Residential,Bedroom,Male,18-30,1.63,light,21.4,55.0,Transition Season,20.0,50.0,0
15418,Residential,Bedroom,Male,18-30,1.46,medium,27.6,53.0,Transition Season,20.0,50.0,0
15419,Residential,Bedroom,Male,18-30,2.43,light,25.4,53.0,Transition Season,20.0,50.0,0
15420,Residential,Bedroom,Male,18-30,1.79,medium,20.3,51.0,Transition Season,20.0,50.0,0
15421,Residential,Bedroom,Male,18-30,2.23,light,20.3,57.0,Transition Season,20.0,50.0,0
15422,Residential,Bedroom,Male,18-30,1.9,light,20.8,56.0,Transition Season,20.0,50.0,0
15423,Residential,Bedroom,Male,18-30,1.79,light,21.9,54.0,Transition Season,20.0,50.0,0
15424,Residential,Bedroom,Male,18-30,1.39,medium,21.9,54.0,Transition Season,20.0,50.0,0
15425,Residential,Bedroom,Male,18-30,1.88,medium,19.6,74.0,Transition Season,20.0,50.0,0
15426,Residential,Bedroom,Female,18-30,2.64,light,19.4,71.0,Transition Season,20.0,50.0,0
15427,Residential,Bedroom,Male,18-30,1.85,light,19.6,74.0,Transition Season,20.0,50.0,0
15428,Residential,Bedroom,Male,18-30,1.24,light,19.4,71.0,Transition Season,20.0,50.0,0
15429,Residential,Bedroom,Male,18-30,2.05,light,19.6,74.0,Transition Season,20.0,50.0,0
15430,Residential,Bedroom,Male,18-30,2.18,light,19.4,71.0,Transition Season,20.0,50.0,0
15431,Residential,Bedroom,Male,18-30,2.99,light,19.4,71.0,Transition Season,20.0,50.0,0
15432,Residential,Bedroom,Male,18-30,1.86,light,19.6,74.0,Transition Season,20.0,50.0,0
15433,Residential,Bedroom,Male,18-30,1.96,light,19.5,76.0,Transition Season,20.0,50.0,0
15434,Residential,Bedroom,Male,18-30,1.8,light,19.4,71.0,Transition Season,20.0,50.0,0
15435,Residential,Bedroom,Male,18-30,1.74,light,19.5,76.0,Transition Season,20.0,50.0,0
15436,Residential,Bedroom,Female,18-30,2.53,medium,19.6,74.0,Transition Season,20.0,50.0,0
15437,Residential,Bedroom,Female,18-30,1.21,light,19.4,71.0,Transition Season,20.0,50.0,0
15438,Residential,Bedroom,Male,18-30,1.49,light,19.4,71.0,Transition Season,20.0,50.0,0
15439,Residential,Bedroom,Female,18-30,2.1,light,19.6,74.0,Transition Season,20.0,50.0,0
15440,Residential,Bedroom,Female,18-30,1.25,medium,19.4,71.0,Transition Season,20.0,50.0,0
15441,Residential,Bedroom,Female,18-30,1.41,medium,19.6,74.0,Transition Season,20.0,50.0,0
15442,Residential,Bedroom,Female,18-30,2.6,light,19.4,71.0,Transition Season,20.0,50.0,0
15443,Residential,Bedroom,Male,18-30,2.2,light,19.4,71.0,Transition Season,20.0,50.0,0
15444,Residential,Bedroom,Female,18-30,1.59,light,19.6,74.0,Transition Season,20.0,50.0,0
15445,Residential,Bedroom,Male,18-30,1.16,light,19.6,74.0,Transition Season,20.0,50.0,0
15446,Residential,Bedroom,Female,18-30,1.34,light,19.6,74.0,Transition Season,20.0,50.0,0
15447,Residential,Bedroom,Female,18-30,2.58,light,19.6,74.0,Transition Season,20.0,50.0,0
15448,Residential,Bedroom,Male,18-30,2.33,light,22.6,62.0,Transition Season,20.0,50.0,0
15449,Residential,Bedroom,Male,18-30,1.76,light,22.9,66.0,Transition Season,20.0,50.0,0
15450,Residential,Bedroom,Male,18-30,1.69,light,22.9,66.0,Transition Season,20.0,50.0,0
15451,Residential,Bedroom,Male,18-30,1.19,light,22.9,66.0,Transition Season,20.0,50.0,0
15452,Residential,Bedroom,Male,18-30,1.23,light,22.9,66.0,Transition Season,20.0,50.0,0
15453,Residential,Bedroom,Male,18-30,2.09,light,22.9,66.0,Transition Season,20.0,50.0,0
15454,Residential,Bedroom,Male,18-30,1.68,medium,22.9,67.0,Transition Season,20.0,50.0,0
15455,Residential,Bedroom,Male,18-30,1.94,light,23.4,65.0,Transition Season,20.0,50.0,0
15456,Residential,Bedroom,Male,18-30,1.91,light,23.1,64.0,Transition Season,20.0,50.0,0
15457,Residential,Bedroom,Male,18-30,1.29,light,22.0,65.0,Transition Season,20.0,50.0,0
15458,Residential,Bedroom,Male,18-30,1.8,light,22.5,64.0,Transition Season,20.0,50.0,0
15459,Residential,Bedroom,Male,18-30,1.65,light,22.4,67.0,Transition Season,20.0,50.0,0
15460,Residential,Bedroom,Male,18-30,1.73,medium,22.4,67.0,Transition Season,20.0,50.0,0
15461,Residential,Bedroom,Female,18-30,2.83,light,24.8,60.0,Summer Season,20.0,50.0,0
15462,Residential,Bedroom,Female,18-30,1.14,light,24.1,72.0,Summer Season,20.0,50.0,0
15463,Residential,Bedroom,Female,18-30,1.33,light,23.8,67.0,Summer Season,20.0,50.0,0
15464,Residential,Bedroom,Female,18-30,1.83,light,23.8,67.0,Summer Season,20.0,50.0,0
15465,Residential,Bedroom,Female,18-30,1.6,light,23.8,67.0,Summer Season,20.0,50.0,0
15466,Residential,Bedroom,Female,18-30,1.48,medium,23.8,67.0,Summer Season,20.0,50.0,0
15467,Residential,Bedroom,Female,18-30,1.45,light,23.8,67.0,Summer Season,20.0,50.0,0
15468,Residential,Bedroom,Male,18-30,1.06,light,25.3,73.0,Summer Season,20.0,50.0,0
15469,Residential,Bedroom,Male,18-30,1.34,light,25.3,73.0,Summer Season,20.0,50.0,0
15470,Residential,Bedroom,Male,18-30,2.04,light,25.3,73.0,Summer Season,20.0,50.0,0
15471,Residential,Bedroom,Male,18-30,1.94,light,25.2,75.0,Summer Season,20.0,50.0,0
15472,Residential,Bedroom,Male,18-30,1.11,light,25.3,73.0,Summer Season,20.0,50.0,0
15473,Residential,Bedroom,Male,18-30,2.36,light,25.3,73.0,Summer Season,20.0,50.0,0
15474,Residential,Bedroom,Male,18-30,1.15,light,25.2,75.0,Summer Season,20.0,50.0,0
15475,Residential,Bedroom,Male,18-30,1.89,light,25.2,75.0,Summer Season,20.0,50.0,0
15476,Residential,Bedroom,Female,18-30,1.88,light,25.3,73.0,Summer Season,20.0,50.0,0
15477,Residential,Bedroom,Male,18-30,1.11,light,25.2,75.0,Summer Season,20.0,50.0,0
15478,Residential,Bedroom,Female,18-30,1.94,light,25.3,73.0,Summer Season,20.0,50.0,0
15479,Residential,Bedroom,Male,18-30,2.01,medium,25.3,73.0,Summer Season,20.0,50.0,0
15480,Residential,Bedroom,Female,18-30,1.15,light,25.2,75.0,Summer Season,20.0,50.0,0
15481,Residential,Bedroom,Female,18-30,1.2,light,25.2,75.0,Summer Season,20.0,50.0,0
15482,Residential,Bedroom,Female,18-30,1.19,light,25.3,73.0,Summer Season,20.0,50.0,0
15483,Residential,Bedroom,Male,18-30,1.89,light,25.2,75.0,Summer Season,20.0,50.0,0
15484,Residential,Bedroom,Female,18-30,1.81,light,25.3,73.0,Summer Season,20.0,50.0,0
15485,Residential,Bedroom,Female,18-30,1.31,light,27.4,74.0,Summer Season,20.0,50.0,0
15486,Residential,Bedroom,Female,18-30,2.85,medium,27.4,74.0,Summer Season,20.0,50.0,0
15487,Residential,Bedroom,Female,18-30,1.23,medium,28.6,67.0,Summer Season,20.0,50.0,0
15488,Residential,Bedroom,Female,18-30,1.93,light,26.6,67.0,Summer Season,20.0,50.0,0
15489,Residential,Bedroom,Female,18-30,2.61,light,26.6,67.0,Summer Season,20.0,50.0,0
15490,Residential,Bedroom,Female,18-30,1.38,light,25.3,84.0,Summer Season,20.0,50.0,0
15491,Residential,Bedroom,Female,18-30,1.76,light,25.3,84.0,Summer Season,20.0,50.0,0
15492,Residential,Bedroom,Female,18-30,1.1,light,25.6,77.0,Summer Season,20.0,50.0,0
15493,Residential,Bedroom,Male,18-30,1.39,light,28.7,58.0,Summer Season,20.0,50.0,0
15494,Residential,Bedroom,Male,18-30,2.3,light,28.7,58.0,Summer Season,20.0,50.0,0
15495,Residential,Bedroom,Male,18-30,1.86,light,28.7,58.0,Summer Season,20.0,50.0,0
15496,Residential,Bedroom,Male,18-30,2.08,light,28.7,58.0,Summer Season,20.0,50.0,0
15497,Residential,Bedroom,Male,18-30,2.29,light,28.7,58.0,Summer Season,20.0,50.0,0
15498,Residential,Bedroom,Male,18-30,1.96,light,29.1,56.0,Summer Season,20.0,50.0,0
15499,Residential,Bedroom,Male,18-30,2.35,light,29.3,56.0,Summer Season,20.0,50.0,0
15500,Residential,Bedroom,Male,18-30,1.89,medium,28.9,57.0,Summer Season,20.0,50.0,0
15501,Residential,Bedroom,Male,18-30,3.15,light,28.7,59.0,Summer Season,20.0,50.0,0
15502,Residential,Bedroom,Male,18-30,2.15,medium,28.5,64.0,Summer Season,20.0,50.0,0
15503,Residential,Bedroom,Male,18-30,1.53,light,28.5,64.0,Summer Season,20.0,50.0,0
15504,Residential,Bedroom,Male,18-30,2.03,light,28.2,61.0,Summer Season,20.0,50.0,0
15505,Residential,Bedroom,Male,18-30,2.24,light,26.8,57.0,Summer Season,20.0,50.0,0
15506,Residential,Bedroom,Male,18-30,1.86,light,26.6,57.0,Summer Season,20.0,50.0,0
15507,Residential,Bedroom,Male,18-30,1.24,light,26.8,57.0,Summer Season,20.0,50.0,0
15508,Residential,Bedroom,Male,18-30,1.58,light,26.6,57.0,Summer Season,20.0,50.0,0
15509,Residential,Bedroom,Female,18-30,2.83,light,26.8,57.0,Summer Season,20.0,50.0,0
15510,Residential,Bedroom,Female,18-30,1.3,light,26.6,57.0,Summer Season,20.0,50.0,0
15511,Residential,Bedroom,Male,18-30,1.6,light,26.8,57.0,Summer Season,20.0,50.0,0
15512,Residential,Bedroom,Female,18-30,1.48,light,26.6,57.0,Summer Season,20.0,50.0,0
15513,Residential,Bedroom,Female,18-30,1.68,light,26.8,57.0,Summer Season,20.0,50.0,0
15514,Residential,Bedroom,Male,18-30,1.74,light,26.8,57.0,Summer Season,20.0,50.0,0
15515,Residential,Bedroom,Female,18-30,1.46,light,26.6,57.0,Summer Season,20.0,50.0,0
15516,Residential,Bedroom,Female,18-30,2.73,light,26.8,57.0,Summer Season,20.0,50.0,0
15517,Residential,Bedroom,Female,18-30,1.64,light,26.8,57.0,Summer Season,20.0,50.0,0
15518,Residential,Bedroom,Female,18-30,1.94,light,26.6,57.0,Summer Season,20.0,50.0,0
15519,Residential,Bedroom,Female,18-30,2.59,light,26.6,57.0,Summer Season,20.0,50.0,0
15520,Residential,Bedroom,Female,18-30,3.19,light,29.7,51.0,Summer Season,20.0,50.0,0
15521,Residential,Bedroom,Female,18-30,2.93,light,29.7,51.0,Summer Season,20.0,50.0,0
15522,Residential,Bedroom,Female,18-30,1.05,light,29.7,51.0,Summer Season,20.0,50.0,0
15523,Residential,Bedroom,Female,18-30,1.13,light,29.3,47.0,Summer Season,20.0,50.0,0
15524,Residential,Bedroom,Female,18-30,1.9,light,29.3,47.0,Summer Season,20.0,50.0,0
15525,Residential,Bedroom,Female,18-30,2.5,light,30.7,49.0,Summer Season,20.0,50.0,0
15526,Residential,Bedroom,Female,18-30,1.24,medium,28.3,50.0,Summer Season,20.0,50.0,0
15527,Residential,Bedroom,Female,18-30,1.93,light,27.8,48.0,Summer Season,20.0,50.0,0
15528,Residential,Bedroom,Female,18-30,1.53,light,28.0,58.0,Summer Season,20.0,50.0,0
15529,Residential,Bedroom,Female,18-30,1.51,medium,27.9,63.0,Summer Season,20.0,50.0,0
15530,Residential,Bedroom,Female,18-30,1.79,light,27.9,63.0,Summer Season,20.0,50.0,0
15531,Residential,Bedroom,Female,18-30,1.79,light,27.9,63.0,Summer Season,20.0,50.0,0
15532,Residential,Bedroom,Female,18-30,1.66,light,27.9,63.0,Summer Season,20.0,50.0,0
15533,Residential,Bedroom,Male,18-30,1.21,light,28.7,52.0,Summer Season,20.0,50.0,0
15534,Residential,Bedroom,Male,18-30,2.23,light,28.7,52.0,Summer Season,20.0,50.0,0
15535,Residential,Bedroom,Male,18-30,2.21,light,28.7,52.0,Summer Season,20.0,50.0,0
15536,Residential,Bedroom,Male,18-30,2.18,light,28.7,52.0,Summer Season,20.0,50.0,0
15537,Residential,Bedroom,Male,18-30,2.33,light,28.7,52.0,Summer Season,20.0,50.0,0
15538,Residential,Bedroom,Male,18-30,1.98,light,28.9,51.0,Summer Season,20.0,50.0,0
15539,Residential,Bedroom,Male,18-30,1.28,light,28.9,51.0,Summer Season,20.0,50.0,0
15540,Residential,Bedroom,Male,18-30,1.34,light,28.9,51.0,Summer Season,20.0,50.0,0
15541,Residential,Bedroom,Male,18-30,2.2,light,29.2,51.0,Summer Season,20.0,50.0,0
15542,Residential,Bedroom,Male,18-30,1.93,light,28.7,51.0,Summer Season,20.0,50.0,0
15543,Residential,Bedroom,Male,18-30,1.81,light,29.4,52.0,Summer Season,20.0,50.0,0
15544,Residential,Bedroom,Male,18-30,1.66,light,29.4,52.0,Summer Season,20.0,50.0,0
15545,Residential,Bedroom,Male,18-30,2.26,light,28.9,49.0,Summer Season,20.0,50.0,0
15546,Residential,Bedroom,Male,18-30,1.53,light,24.1,55.0,Summer Season,20.0,50.0,0
15547,Residential,Bedroom,Male,18-30,2.14,light,24.2,56.0,Summer Season,20.0,50.0,0
15548,Residential,Bedroom,Male,18-30,1.63,light,24.2,55.0,Summer Season,20.0,50.0,0
15549,Residential,Bedroom,Male,18-30,2.99,light,24.2,56.0,Summer Season,20.0,50.0,0
15550,Residential,Bedroom,Male,18-30,2.3,light,24.2,56.0,Summer Season,20.0,50.0,0
15551,Residential,Bedroom,Male,18-30,1.93,light,24.1,55.0,Summer Season,20.0,50.0,0
15552,Residential,Bedroom,Female,18-30,1.25,light,24.2,56.0,Summer Season,20.0,50.0,0
15553,Residential,Bedroom,Female,18-30,1.86,light,24.1,55.0,Summer Season,20.0,50.0,0
15554,Residential,Bedroom,Male,18-30,1.6,light,24.1,55.0,Summer Season,20.0,50.0,0
15555,Residential,Bedroom,Female,18-30,1.43,light,24.2,56.0,Summer Season,20.0,50.0,0
15556,Residential,Bedroom,Female,18-30,1.74,light,24.1,55.0,Summer Season,20.0,50.0,0
15557,Residential,Bedroom,Female,18-30,1.4,medium,24.2,56.0,Summer Season,20.0,50.0,0
15558,Residential,Bedroom,Female,18-30,1.89,medium,24.1,55.0,Summer Season,20.0,50.0,0
15559,Residential,Bedroom,Female,18-30,1.61,light,24.2,56.0,Summer Season,20.0,50.0,0
15560,Residential,Bedroom,Male,18-30,1.5,light,24.1,55.0,Summer Season,20.0,50.0,0
15561,Residential,Bedroom,Female,18-30,1.91,light,24.2,56.0,Summer Season,20.0,50.0,0
15562,Residential,Bedroom,Male,18-30,1.63,light,24.1,55.0,Summer Season,20.0,50.0,0
15563,Residential,Bedroom,Male,18-30,1.51,light,24.1,55.0,Summer Season,20.0,50.0,0
15564,Residential,Bedroom,Male,18-30,1.85,light,26.7,49.0,Summer Season,20.0,50.0,0
15565,Residential,Bedroom,Male,18-30,1.9,light,26.7,49.0,Summer Season,20.0,50.0,0
15566,Residential,Bedroom,Male,18-30,1.85,light,26.7,49.0,Summer Season,20.0,50.0,0
15567,Residential,Bedroom,Male,18-30,1.96,light,26.7,49.0,Summer Season,20.0,50.0,0
15568,Residential,Bedroom,Male,18-30,1.25,light,26.7,49.0,Summer Season,20.0,50.0,0
15569,Residential,Bedroom,Male,18-30,1.64,light,27.0,53.0,Summer Season,20.0,50.0,0
15570,Residential,Bedroom,Male,18-30,1.95,light,26.2,52.0,Summer Season,20.0,50.0,0
15571,Residential,Bedroom,Male,18-30,1.54,light,26.2,46.0,Summer Season,20.0,50.0,0
15572,Residential,Bedroom,Male,18-30,2.03,light,27.0,50.0,Summer Season,20.0,50.0,0
15573,Residential,Bedroom,Male,18-30,1.65,light,26.6,52.0,Summer Season,20.0,50.0,0
15574,Residential,Bedroom,Male,18-30,2.46,light,26.5,49.0,Summer Season,20.0,50.0,0
15575,Residential,Bedroom,Female,18-30,1.33,light,27.7,45.0,Summer Season,20.0,50.0,0
15576,Residential,Bedroom,Female,18-30,1.85,light,27.7,45.0,Summer Season,20.0,50.0,0
15577,Residential,Bedroom,Female,18-30,1.93,light,27.7,45.0,Summer Season,20.0,50.0,0
15578,Residential,Bedroom,Female,18-30,3.58,light,27.7,45.0,Summer Season,20.0,50.0,0
15579,Residential,Bedroom,Female,18-30,1.31,light,26.4,40.0,Summer Season,20.0,50.0,0
15580,Residential,Bedroom,Female,18-30,1.81,light,26.4,40.0,Summer Season,20.0,50.0,0
15581,Residential,Bedroom,Female,18-30,2.2,light,26.4,40.0,Summer Season,20.0,50.0,0
